date,year,month,country,warehouse,service_line,orders,revenue_eur,returns_rate
2017-09-01,2017,9,ES,Zaragoza,last_mile,1101,41831.79,0.2118
2017-09-01,2017,9,ES,Zaragoza,returns,900,23947.91,0.1966
2017-10-01,2017,10,US,Los_Angeles,fulfillment,3502,147078.63,0.2372
2017-10-01,2017,10,US,Los_Angeles,last_mile,2182,91664.84,0.1847
2017-10-01,2017,10,US,Los_Angeles,returns,1315,38650.54,0.1902
2017-10-01,2017,10,ES,Zaragoza,fulfillment,2322,88239.06,0.2017
2017-10-01,2017,10,ES,Zaragoza,last_mile,1277,48523.83,0.2445
2017-10-01,2017,10,ES,Zaragoza,returns,934,24844.39,0.1999
2017-11-01,2017,11,US,Los_Angeles,fulfillment,4369,183495.87,0.1881
2017-11-01,2017,11,US,Los_Angeles,last_mile,2368,99455.46,0.1839
2017-11-01,2017,11,US,Los_Angeles,returns,1618,47579.51,0.1837
2017-11-01,2017,11,ES,Zaragoza,fulfillment,2484,94395.09,0.2277
2017-11-01,2017,11,ES,Zaragoza,last_mile,1445,54922.16,0.2023
2017-11-01,2017,11,ES,Zaragoza,returns,1029,27363.31,0.2413
2017-12-01,2017,12,US,Los_Angeles,fulfillment,4279,179703.47,0.183
2017-12-01,2017,12,US,Los_Angeles,last_mile,2380,99950.0,0.1975
2017-12-01,2017,12,US,Los_Angeles,returns,1694,49794.96,0.2091
2017-12-01,2017,12,ES,Zaragoza,fulfillment,2697,102493.67,0.2062
2017-12-01,2017,12,ES,Zaragoza,last_mile,1645,62510.96,0.1871
2017-12-01,2017,12,ES,Zaragoza,returns,1213,32263.61,0.1836
2018-01-01,2018,1,US,Los_Angeles,fulfillment,3061,128562.28,0.1869
2018-01-01,2018,1,US,Los_Angeles,last_mile,1691,71014.69,0.2432
2018-01-01,2018,1,US,Los_Angeles,returns,1058,31110.02,0.2361
2018-01-01,2018,1,ES,Zaragoza,fulfillment,1827,69416.86,0.225
2018-01-01,2018,1,ES,Zaragoza,last_mile,1054,40046.26,0.1894
2018-01-01,2018,1,ES,Zaragoza,returns,754,20051.59,0.216
2018-02-01,2018,2,US,Los_Angeles,fulfillment,3277,137641.64,0.2124
2018-02-01,2018,2,US,Los_Angeles,last_mile,1681,70619.29,0.2248
2018-02-01,2018,2,US,Los_Angeles,returns,1152,33857.56,0.1898
2018-02-01,2018,2,ES,Zaragoza,fulfillment,1759,66831.26,0.2092
2018-02-01,2018,2,ES,Zaragoza,last_mile,1169,44420.43,0.2057
2018-02-01,2018,2,ES,Zaragoza,returns,811,21577.22,0.2029
2018-03-01,2018,3,US,Los_Angeles,fulfillment,3357,141009.19,0.228
2018-03-01,2018,3,US,Los_Angeles,last_mile,1809,75974.12,0.2464
2018-03-01,2018,3,US,Los_Angeles,returns,1256,36913.73,0.2137
2018-03-01,2018,3,ES,Zaragoza,fulfillment,2106,80041.93,0.2175
2018-03-01,2018,3,ES,Zaragoza,last_mile,1263,47980.13,0.2257
2018-03-01,2018,3,ES,Zaragoza,returns,875,23265.23,0.2173
2018-04-01,2018,4,US,Los_Angeles,fulfillment,3479,146114.53,0.2002
2018-04-01,2018,4,US,Los_Angeles,last_mile,1954,82048.25,0.1942
2018-04-01,2018,4,US,Los_Angeles,returns,1304,38340.26,0.2403
2018-04-01,2018,4,ES,Zaragoza,fulfillment,2092,79496.99,0.223
2018-04-01,2018,4,ES,Zaragoza,last_mile,1260,47873.93,0.2308
2018-04-01,2018,4,ES,Zaragoza,returns,899,23920.56,0.2455
2018-05-01,2018,5,US,Los_Angeles,fulfillment,3533,148401.43,0.2471
2018-05-01,2018,5,US,Los_Angeles,last_mile,1892,79452.13,0.2216
2018-05-01,2018,5,US,Los_Angeles,returns,1324,38929.71,0.2357
2018-05-01,2018,5,ES,Zaragoza,fulfillment,2054,78048.95,0.1977
2018-05-01,2018,5,ES,Zaragoza,last_mile,1199,45573.21,0.1867
2018-05-01,2018,5,ES,Zaragoza,returns,905,24059.9,0.2195
2018-06-01,2018,6,US,Los_Angeles,fulfillment,3509,147361.78,0.2126
2018-06-01,2018,6,US,Los_Angeles,last_mile,1889,79328.57,0.2335
2018-06-01,2018,6,US,Los_Angeles,returns,1275,37472.68,0.2145
2018-06-01,2018,6,ES,Zaragoza,fulfillment,1916,72824.2,0.2452
2018-06-01,2018,6,ES,Zaragoza,last_mile,1240,47126.92,0.1882
2018-06-01,2018,6,ES,Zaragoza,returns,913,24278.58,0.2261
2018-07-01,2018,7,US,Los_Angeles,fulfillment,3428,143968.08,0.2342
2018-07-01,2018,7,US,Los_Angeles,last_mile,1863,78231.26,0.2034
2018-07-01,2018,7,US,Los_Angeles,returns,1227,36086.96,0.2334
2018-07-01,2018,7,ES,Zaragoza,fulfillment,1819,69106.07,0.2055
2018-07-01,2018,7,ES,Zaragoza,last_mile,1054,40061.67,0.191
2018-07-01,2018,7,ES,Zaragoza,returns,767,20404.98,0.2455
2018-08-01,2018,8,US,Los_Angeles,fulfillment,3172,133212.27,0.2068
2018-08-01,2018,8,US,Los_Angeles,last_mile,1885,79157.67,0.2187
2018-08-01,2018,8,US,Los_Angeles,returns,1170,34395.22,0.2346
2018-08-01,2018,8,ES,Zaragoza,fulfillment,1835,69731.7,0.2063
2018-08-01,2018,8,ES,Zaragoza,last_mile,1097,41694.36,0.2302
2018-08-01,2018,8,ES,Zaragoza,returns,771,20507.53,0.1883
2018-09-01,2018,9,US,Los_Angeles,fulfillment,3907,164085.71,0.2246
2018-09-01,2018,9,US,Los_Angeles,last_mile,1827,76750.54,0.2212
2018-09-01,2018,9,US,Los_Angeles,returns,1300,38219.38,0.1809
2018-09-01,2018,9,ES,Zaragoza,fulfillment,2272,86321.49,0.2378
2018-09-01,2018,9,ES,Zaragoza,last_mile,1222,46425.05,0.2121
2018-09-01,2018,9,ES,Zaragoza,returns,887,23601.25,0.2011
2018-10-01,2018,10,US,Los_Angeles,fulfillment,4039,169656.54,0.2347
2018-10-01,2018,10,US,Los_Angeles,last_mile,2051,86149.02,0.2498
2018-10-01,2018,10,US,Los_Angeles,returns,1453,42730.74,0.1999
2018-10-01,2018,10,ES,Zaragoza,fulfillment,2423,92087.6,0.1874
2018-10-01,2018,10,ES,Zaragoza,last_mile,1410,53569.95,0.1863
2018-10-01,2018,10,ES,Zaragoza,returns,1010,26869.85,0.182
2018-11-01,2018,11,US,Los_Angeles,fulfillment,4663,195859.75,0.19
2018-11-01,2018,11,US,Los_Angeles,last_mile,2619,109994.37,0.1939
2018-11-01,2018,11,US,Los_Angeles,returns,1724,50699.55,0.2259
2018-11-01,2018,11,ES,Zaragoza,fulfillment,2637,100208.86,0.1804
2018-11-01,2018,11,ES,Zaragoza,last_mile,1611,61227.47,0.2224
2018-11-01,2018,11,ES,Zaragoza,returns,1068,28400.05,0.1967
2018-12-01,2018,12,US,Los_Angeles,fulfillment,4391,184410.82,0.184
2018-12-01,2018,12,US,Los_Angeles,last_mile,2669,112107.44,0.2449
2018-12-01,2018,12,US,Los_Angeles,returns,1761,51763.88,0.2289
2018-12-01,2018,12,ES,Zaragoza,fulfillment,3159,120034.29,0.1828
2018-12-01,2018,12,ES,Zaragoza,last_mile,1728,65655.89,0.1887
2018-12-01,2018,12,ES,Zaragoza,returns,1264,33620.68,0.2322
2019-01-01,2019,1,US,Los_Angeles,fulfillment,3280,137770.93,0.2396
2019-01-01,2019,1,US,Los_Angeles,last_mile,1742,73152.31,0.2314
2019-01-01,2019,1,US,Los_Angeles,returns,1159,34063.19,0.199
2019-01-01,2019,1,ES,Zaragoza,fulfillment,2021,76807.66,0.2486
2019-01-01,2019,1,ES,Zaragoza,last_mile,1101,41819.1,0.1838
2019-01-01,2019,1,ES,Zaragoza,returns,796,21172.28,0.183
2019-02-01,2019,2,US,Los_Angeles,fulfillment,3370,141522.7,0.2297
2019-02-01,2019,2,US,Los_Angeles,last_mile,1901,79856.11,0.1864
2019-02-01,2019,2,US,Los_Angeles,returns,1215,35716.67,0.2486
2019-02-01,2019,2,ES,Zaragoza,fulfillment,1989,75572.05,0.2349
2019-02-01,2019,2,ES,Zaragoza,last_mile,1189,45194.65,0.2201
2019-02-01,2019,2,ES,Zaragoza,returns,866,23036.15,0.2462
2019-03-01,2019,3,US,Los_Angeles,fulfillment,3611,151642.94,0.2205
2019-03-01,2019,3,US,Los_Angeles,last_mile,2062,86614.29,0.2254
2019-03-01,2019,3,US,Los_Angeles,returns,1389,40824.81,0.1904
2019-03-01,2019,3,ES,Zaragoza,fulfillment,2187,83112.27,0.2083
2019-03-01,2019,3,ES,Zaragoza,last_mile,1381,52468.84,0.1883
2019-03-01,2019,3,ES,Zaragoza,returns,925,24617.13,0.1995
2019-04-01,2019,4,US,Los_Angeles,fulfillment,3912,164295.34,0.21
2019-04-01,2019,4,US,Los_Angeles,last_mile,2075,87136.28,0.2244
2019-04-01,2019,4,US,Los_Angeles,returns,1394,40978.13,0.2086
2019-04-01,2019,4,ES,Zaragoza,fulfillment,2141,81340.25,0.2212
2019-04-01,2019,4,ES,Zaragoza,last_mile,1281,48684.53,0.1825
2019-04-01,2019,4,ES,Zaragoza,returns,943,25073.04,0.2132
2019-05-01,2019,5,US,Los_Angeles,fulfillment,3996,167816.55,0.2201
2019-05-01,2019,5,US,Los_Angeles,last_mile,2118,88959.6,0.2291
2019-05-01,2019,5,US,Los_Angeles,returns,1393,40948.35,0.2257
2019-05-01,2019,5,ES,Zaragoza,fulfillment,2363,89794.66,0.2351
2019-05-01,2019,5,ES,Zaragoza,last_mile,1411,53625.04,0.2102
2019-05-01,2019,5,ES,Zaragoza,returns,972,25855.74,0.2052
2019-06-01,2019,6,US,Los_Angeles,fulfillment,3760,157939.23,0.2316
2019-06-01,2019,6,US,Los_Angeles,last_mile,2036,85526.38,0.2445
2019-06-01,2019,6,US,Los_Angeles,returns,1362,40039.47,0.2164
2019-06-01,2019,6,ES,Zaragoza,fulfillment,2182,82927.43,0.202
2019-06-01,2019,6,ES,Zaragoza,last_mile,1280,48654.37,0.2146
2019-06-01,2019,6,ES,Zaragoza,returns,963,25612.02,0.185
2019-07-01,2019,7,US,Los_Angeles,fulfillment,3753,157637.49,0.1839
2019-07-01,2019,7,US,Los_Angeles,last_mile,1947,81788.89,0.2034
2019-07-01,2019,7,US,Los_Angeles,returns,1308,38458.37,0.202
2019-07-01,2019,7,ES,Zaragoza,fulfillment,1831,69588.85,0.181
2019-07-01,2019,7,ES,Zaragoza,last_mile,1071,40690.59,0.24
2019-07-01,2019,7,ES,Zaragoza,returns,861,22913.03,0.1908
2019-08-01,2019,8,US,Los_Angeles,fulfillment,3487,146469.48,0.1884
2019-08-01,2019,8,US,Los_Angeles,last_mile,1744,73256.72,0.2471
2019-08-01,2019,8,US,Los_Angeles,returns,1419,41723.33,0.234
2019-08-01,2019,8,ES,Zaragoza,fulfillment,1898,72123.18,0.2281
2019-08-01,2019,8,ES,Zaragoza,last_mile,1077,40908.75,0.2071
2019-08-01,2019,8,ES,Zaragoza,returns,816,21711.78,0.1808
2019-09-01,2019,9,US,Los_Angeles,fulfillment,4032,169354.95,0.2168
2019-09-01,2019,9,US,Los_Angeles,last_mile,2184,91744.79,0.1916
2019-09-01,2019,9,US,Los_Angeles,returns,1480,43512.87,0.2492
2019-09-01,2019,9,ES,Zaragoza,fulfillment,2279,86603.79,0.2387
2019-09-01,2019,9,ES,Zaragoza,last_mile,1453,55199.44,0.1899
2019-09-01,2019,9,ES,Zaragoza,returns,1040,27662.51,0.2075
2019-10-01,2019,10,US,Los_Angeles,fulfillment,4528,190165.17,0.2329
2019-10-01,2019,10,US,Los_Angeles,last_mile,2365,99326.47,0.2129
2019-10-01,2019,10,US,Los_Angeles,returns,1556,45736.66,0.1927
2019-10-01,2019,10,ES,Zaragoza,fulfillment,2550,96891.37,0.1831
2019-10-01,2019,10,ES,Zaragoza,last_mile,1440,54730.77,0.2004
2019-10-01,2019,10,ES,Zaragoza,returns,1068,28406.05,0.2211
2019-11-01,2019,11,US,Los_Angeles,fulfillment,4758,199832.0,0.1859
2019-11-01,2019,11,US,Los_Angeles,last_mile,2658,111647.93,0.2391
2019-11-01,2019,11,US,Los_Angeles,returns,1916,56320.0,0.2254
2019-11-01,2019,11,ES,Zaragoza,fulfillment,2865,108888.22,0.2334
2019-11-01,2019,11,ES,Zaragoza,last_mile,1713,65085.04,0.2057
2019-11-01,2019,11,ES,Zaragoza,returns,1245,33111.9,0.2037
2019-12-01,2019,12,US,Los_Angeles,fulfillment,5263,221048.69,0.2138
2019-12-01,2019,12,US,Los_Angeles,last_mile,2854,119882.47,0.2396
2019-12-01,2019,12,US,Los_Angeles,returns,1893,55665.8,0.2437
2019-12-01,2019,12,ES,Zaragoza,fulfillment,3192,121298.36,0.2395
2019-12-01,2019,12,ES,Zaragoza,last_mile,1845,70092.72,0.2149
2019-12-01,2019,12,ES,Zaragoza,returns,1353,35983.47,0.1873
2020-01-01,2020,1,US,Los_Angeles,fulfillment,3533,148382.02,0.2442
2020-01-01,2020,1,US,Los_Angeles,last_mile,1930,81064.84,0.1924
2020-01-01,2020,1,US,Los_Angeles,returns,1336,39279.77,0.1934
2020-01-01,2020,1,ES,Zaragoza,fulfillment,2118,80467.84,0.2449
2020-01-01,2020,1,ES,Zaragoza,last_mile,1277,48513.68,0.2015
2020-01-01,2020,1,ES,Zaragoza,returns,849,22593.71,0.1805
2020-02-01,2020,2,US,Los_Angeles,fulfillment,3700,155412.37,0.2292
2020-02-01,2020,2,US,Los_Angeles,last_mile,2008,84332.65,0.2487
2020-02-01,2020,2,US,Los_Angeles,returns,1404,41267.72,0.2134
2020-02-01,2020,2,ES,Zaragoza,fulfillment,2185,83035.58,0.2432
2020-02-01,2020,2,ES,Zaragoza,last_mile,1187,45123.37,0.2474
2020-02-01,2020,2,ES,Zaragoza,returns,917,24386.65,0.2407
2020-03-01,2020,3,US,Los_Angeles,fulfillment,4057,170406.89,0.2313
2020-03-01,2020,3,US,Los_Angeles,last_mile,2065,86715.54,0.2187
2020-03-01,2020,3,US,Los_Angeles,returns,1460,42910.72,0.2479
2020-03-01,2020,3,ES,Zaragoza,fulfillment,2278,86570.7,0.2002
2020-03-01,2020,3,ES,Zaragoza,last_mile,1489,56591.26,0.2325
2020-03-01,2020,3,ES,Zaragoza,returns,985,26205.34,0.1887
2020-04-01,2020,4,US,Los_Angeles,fulfillment,3900,163810.38,0.2344
2020-04-01,2020,4,US,Los_Angeles,last_mile,2181,91596.09,0.249
2020-04-01,2020,4,US,Los_Angeles,returns,1506,44275.34,0.2485
2020-04-01,2020,4,ES,Zaragoza,fulfillment,2499,94979.0,0.2356
2020-04-01,2020,4,ES,Zaragoza,last_mile,1509,57327.96,0.2189
2020-04-01,2020,4,ES,Zaragoza,returns,1009,26828.59,0.2447
2020-05-01,2020,5,US,Los_Angeles,fulfillment,4278,179672.92,0.1826
2020-05-01,2020,5,US,Los_Angeles,last_mile,2133,89583.59,0.1834
2020-05-01,2020,5,US,Los_Angeles,returns,1469,43178.2,0.2273
2020-05-01,2020,5,ES,Zaragoza,fulfillment,2380,90456.12,0.2342
2020-05-01,2020,5,ES,Zaragoza,last_mile,1432,54419.07,0.2318
2020-05-01,2020,5,ES,Zaragoza,returns,1079,28699.54,0.1834
2020-06-01,2020,6,US,Los_Angeles,fulfillment,3955,166102.21,0.2235
2020-06-01,2020,6,US,Los_Angeles,last_mile,2165,90919.79,0.1803
2020-06-01,2020,6,US,Los_Angeles,returns,1492,43865.01,0.2274
2020-06-01,2020,6,ES,Zaragoza,fulfillment,2470,93866.73,0.2081
2020-06-01,2020,6,ES,Zaragoza,last_mile,1409,53537.39,0.227
2020-06-01,2020,6,ES,Zaragoza,returns,984,26170.82,0.2397
2020-07-01,2020,7,US,Los_Angeles,fulfillment,4137,173774.97,0.2397
2020-07-01,2020,7,US,Los_Angeles,last_mile,2100,88218.66,0.2213
2020-07-01,2020,7,US,Los_Angeles,returns,1417,41654.37,0.1992
2020-07-01,2020,7,ES,Zaragoza,fulfillment,2105,80003.83,0.1931
2020-07-01,2020,7,ES,Zaragoza,last_mile,1272,48337.01,0.2039
2020-07-01,2020,7,ES,Zaragoza,returns,844,22449.02,0.2365
2020-08-01,2020,8,US,Los_Angeles,fulfillment,4153,174442.61,0.2007
2020-08-01,2020,8,US,Los_Angeles,last_mile,2083,87490.71,0.1896
2020-08-01,2020,8,US,Los_Angeles,returns,1448,42561.19,0.2498
2020-08-01,2020,8,ES,Zaragoza,fulfillment,2004,76138.34,0.2217
2020-08-01,2020,8,ES,Zaragoza,last_mile,1241,47141.69,0.2441
2020-08-01,2020,8,ES,Zaragoza,returns,938,24951.7,0.1894
2020-09-01,2020,9,US,Los_Angeles,fulfillment,4498,188920.13,0.1847
2020-09-01,2020,9,US,Los_Angeles,last_mile,2360,99099.88,0.1812
2020-09-01,2020,9,US,Los_Angeles,returns,1507,44306.08,0.2244
2020-09-01,2020,9,ES,Zaragoza,fulfillment,2664,101224.92,0.2094
2020-09-01,2020,9,ES,Zaragoza,last_mile,1414,53737.43,0.2326
2020-09-01,2020,9,ES,Zaragoza,returns,1040,27657.94,0.1999
2020-10-01,2020,10,US,Los_Angeles,fulfillment,4653,195440.31,0.1965
2020-10-01,2020,10,US,Los_Angeles,last_mile,2395,100594.62,0.2436
2020-10-01,2020,10,US,Los_Angeles,returns,1675,49258.02,0.232
2020-10-01,2020,10,ES,Zaragoza,fulfillment,2883,109552.91,0.2257
2020-10-01,2020,10,ES,Zaragoza,last_mile,1609,61152.9,0.1969
2020-10-01,2020,10,ES,Zaragoza,returns,1213,32277.38,0.1909
2020-11-01,2020,11,US,Los_Angeles,fulfillment,6094,255951.14,0.2193
2020-11-01,2020,11,US,Los_Angeles,last_mile,3102,130263.97,0.2349
2020-11-01,2020,11,US,Los_Angeles,returns,2116,62208.95,0.2133
2020-11-01,2020,11,ES,Zaragoza,fulfillment,3269,124213.43,0.2272
2020-11-01,2020,11,ES,Zaragoza,last_mile,1814,68933.25,0.193
